urban_system_id,city,country_code,lat,lon,geonames_id,geonames_name,match_field
DE071,Görlitz,DE,51.155180,14.988530,2918987,Görlitz,"geonames_full_name (pop 57,751)"
DE081,Mannheim-Ludwigshafen,DE,49.489100,8.466940,2873891,Mannheim,"compound_part:'Mannheim' (pop 307,960)"
DE083,Münster,DE,51.962360,7.625710,2867543,Münster,"geonames_full_name (pop 308,258)"
DE084,Chemnitz,DE,50.835700,12.929220,2940132,Chemnitz,"geonames_full_name (pop 247,220)"
DE085,Braunschweig-Salzgitter,DE,52.265940,10.526730,2945024,Braunschweig,"compound_part:'Braunschweig' (pop 244,715)"
DE086,Aachen,DE,50.776640,6.083420,3247449,Aachen,"geonames_full_name (pop 265,208)"
DE087,Krefeld,DE,51.336450,6.553810,2884509,Krefeld,"geonames_full_name (pop 237,984)"
DE089,Lübeck,DE,53.868930,10.687290,2875601,Lübeck,"geonames_full_name (pop 212,207)"
DE091,Kassel,DE,51.316670,9.500000,2892518,Kassel,"geonames_full_name (pop 197,230)"
DE095,Osnabrück,DE,52.272640,8.049800,2856883,Osnabrück,"geonames_full_name (pop 166,462)"
DE098,Oldenburg (Oldenburg),DE,53.140390,8.214790,2857458,Oldenburg,"geonames_full_name (pop 159,218)"
DE100,Heidelberg,DE,49.407680,8.690790,2907911,Heidelberg,"geonames_full_name (pop 143,345)"
DE101,Paderborn,DE,51.719050,8.754390,2855745,Paderborn,"geonames_full_name (pop 142,161)"
DE102,Würzburg,DE,49.793910,9.951210,2805615,Würzburg,"geonames_full_name (pop 133,731)"
DE104,Wolfsburg,DE,52.424520,10.781500,2806654,Wolfsburg,"geonames_full_name (pop 123,064)"
DE105,Bremerhaven,DE,53.553570,8.575530,2944368,Bremerhaven,"geonames_full_name (pop 118,610)"
DE107,Heilbronn,DE,49.139950,9.220540,2907669,Heilbronn,"geonames_full_name (pop 120,733)"
DE108,Remscheid,DE,51.179830,7.192500,2848273,Remscheid,"geonames_full_name (pop 117,118)"
DE110,Ulm,DE,48.398410,9.991550,2820256,Ulm,"geonames_full_name (pop 120,451)"
DE111,Pforzheim,DE,48.884360,8.698920,2853969,Pforzheim,"geonames_full_name (pop 119,313)"
DE112,Ingolstadt,DE,48.765080,11.423720,2895992,Ingolstadt,"geonames_full_name (pop 120,658)"
DE113,Gera,DE,50.880290,12.081870,2921232,Gera,"geonames_full_name (pop 104,659)"
DE115,Reutlingen,DE,48.491440,9.204270,2847736,Reutlingen,"geonames_full_name (pop 112,627)"
DE117,Cottbus,DE,51.757690,14.328880,2939811,Cottbus,"geonames_full_name (pop 84,754)"
DE118,Siegen,DE,50.874810,8.024310,2832495,Siegen,"geonames_full_name (pop 107,242)"
DE120,Hildesheim,DE,52.150770,9.951120,2904789,Hildesheim,"geonames_full_name (pop 103,052)"
DE124,Wuppertal,DE,51.256270,7.148160,2805753,Wuppertal,"geonames_full_name (pop 360,797)"
DE125,Jena,DE,50.928780,11.589900,2895044,Jena,"geonames_full_name (pop 104,712)"
DE126,"Düren, Stadt",DE,50.804340,6.492990,2934486,Düren,"name_part:'Düren' (pop 93,440)"
DK001,København,DK,55.675940,12.565530,2618425,Copenhagen,"geonames_full_name (pop 1,153,615)"
DK002,Århus,DK,56.156740,10.210760,2624652,Århus,"geonames_full_name (pop 285,273)"
DK003,Odense,DK,55.395940,10.388310,2615876,Odense,"geonames_full_name (pop 180,863)"
DK004,Aalborg,DK,57.048000,9.918700,2624886,Aalborg,"geonames_full_name (pop 142,937)"
EE001,Tallinn,EE,59.436960,24.753530,588409,Tallinn,"geonames_full_name (pop 394,024)"
EE002,Tartu,EE,58.380620,26.725090,588335,Tartu,"geonames_full_name (pop 91,407)"
ES001,Madrid,ES,40.416500,-3.702560,3117735,Madrid,"geonames_full_name (pop 3,255,944)"
ES002,Barcelona,ES,41.388790,2.158990,3128760,Barcelona,"geonames_full_name (pop 1,686,208)"
ES003,Valencia,ES,39.473910,-0.379660,2509954,Valencia,"geonames_full_name (pop 824,340)"
ES004,Sevilla,ES,37.382830,-5.973170,2510911,Sevilla,"geonames_full_name (pop 686,741)"
ES005,Zaragoza,ES,41.656060,-0.877340,3104324,Zaragoza,"geonames_full_name (pop 686,986)"
ES006,Málaga,ES,36.720160,-4.420340,2514256,Málaga,"geonames_full_name (pop 592,346)"
ES007,Murcia,ES,37.987040,-1.130040,2513416,Murcia,"geonames_full_name (pop 471,982)"
ES009,Valladolid,ES,41.655410,-4.723530,3106672,Valladolid,"geonames_full_name (pop 300,618)"
ES012,Vitoria/Gasteiz,ES,42.849980,-2.672680,3104499,Gasteiz / Vitoria,"geonames_full_name (pop 257,407)"
ES013,Oviedo,ES,43.360290,-5.844760,3114711,Oviedo,"geonames_full_name (pop 220,027)"
ES014,Pamplona/Iruña,ES,42.816870,-1.643230,3114472,Pamplona,"name_part:'Pamplona' (pop 208,243)"
ES015,Santander,ES,43.465890,-3.804930,3109718,Santander,"geonames_full_name (pop 173,635)"
ES019,Bilbao,ES,43.262710,-2.925280,3128026,Bilbao,"geonames_full_name (pop 347,342)"
ES020,Córdoba,ES,37.891550,-4.772750,2519240,Córdoba,"geonames_full_name (pop 325,708)"
ES021,Alicante/Alacant,ES,38.345170,-0.481490,2521978,Alicante,"name_part:'Alicante' (pop 348,901)"
ES022,Vigo,ES,42.232820,-8.722640,3105976,Vigo,"geonames_full_name (pop 293,642)"
ES025,A Coruña,ES,43.371350,-8.396000,3119841,A Coruña,"geonames_full_name (pop 250,438)"
ES059,Granada,ES,37.188170,-3.606670,2517117,Granada,"geonames_full_name (pop 233,532)"
ES062,Jerez de la Frontera,ES,36.686450,-6.136060,2516326,Jerez de la Frontera,"geonames_full_name (pop 212,879)"
ES063,San Sebastián/Donostia,ES,43.312830,-1.974990,3110044,Donostia / San Sebastián,"name_part:'San Sebastián' (pop 185,357)"
ES069,Castellón de la Plana/Castelló de la Plana,ES,39.985670,-0.049350,2519752,Castelló de la Plana,"name_part:'Castellón de la Plana' (pop 171,857)"
FI001,Helsinki/Helsingfors,FI,60.169520,24.935450,658225,Helsinki,"name_part:'Helsinki' (pop 658,864)"
FI002,Tampere/Tammerfors,FI,61.499110,23.787120,634963,Tampere,"name_part:'Tampere' (pop 260,646)"
FI003,Turku/Åbo,FI,60.451480,22.268690,633679,Turku,"name_part:'Turku' (pop 206,655)"
FI004,Oulu/Uleåborg,FI,65.012360,25.468160,643492,Oulu,"name_part:'Oulu' (pop 216,066)"
FI009,Jyväskylä,FI,62.241470,25.720880,655194,Jyväskylä,"geonames_full_name (pop 148,744)"
FR001,Paris,FR,48.853410,2.348800,2988507,Paris,"geonames_full_name (pop 2,138,551)"
FR002,Lyon,FR,45.749060,4.847890,2996944,Lyon,"geonames_full_name (pop 520,774)"
FR003,Lille,FR,50.633910,3.055120,2998324,Lille,"geonames_full_name (pop 238,695)"
FR004,Marseille,FR,43.296950,5.381070,2995469,Marseille,"geonames_full_name (pop 877,215)"
FR005,Bordeaux,FR,44.841240,-0.580460,3031582,Bordeaux,"geonames_full_name (pop 265,328)"
FR006,Toulouse,FR,43.604260,1.443670,2972315,Toulouse,"geonames_full_name (pop 511,684)"
FR007,Nantes,FR,47.217250,-1.553360,2990969,Nantes,"geonames_full_name (pop 325,070)"
FR008,Nice,FR,43.703130,7.266080,2990440,Nice,"geonames_full_name (pop 342,669)"
FR009,Strasbourg,FR,48.583920,7.745530,2973783,Strasbourg,"geonames_full_name (pop 274,845)"
FR010,Rouen,FR,49.443130,1.099320,2982652,Rouen,"geonames_full_name (pop 116,331)"
FR011,Montpellier,FR,43.610930,3.876350,2992166,Montpellier,"geonames_full_name (pop 248,252)"
FR012,Grenoble,FR,45.178690,5.714790,3014728,Grenoble,"geonames_full_name (pop 158,552)"
FR013,Tours,FR,47.394840,0.703980,2972191,Tours,"geonames_full_name (pop 141,621)"
FR014,Cannes-Antibes,FR,43.551350,7.012750,3028808,Cannes,"compound_part:'Cannes' (pop 74,545)"
FR015,Toulon,FR,43.124420,5.928360,2972328,Toulon,"geonames_full_name (pop 168,701)"
FR016,Rennes,FR,48.111090,-1.674310,2983990,Rennes,"geonames_full_name (pop 227,830)"
FR017,Reims,FR,49.265260,4.028530,2984114,Reims,"geonames_full_name (pop 196,565)"
FR018,Orléans,FR,47.902480,1.904070,2989317,Orléans,"geonames_full_name (pop 116,344)"
FR019,Nancy,FR,48.684390,6.184960,2990999,Nancy,"geonames_full_name (pop 105,058)"
FR020,Dijon,FR,47.313440,5.013910,3021372,Dijon,"geonames_full_name (pop 159,941)"
FR021,Clermont-Ferrand,FR,45.779690,3.086820,3024635,Clermont-Ferrand,"geonames_full_name (pop 147,865)"
FR022,Le Havre,FR,49.493460,0.107850,3003796,Le Havre,"geonames_full_name (pop 185,972)"
FR023,Saint-Étienne,FR,45.433890,4.390000,2980291,Saint-Étienne,"geonames_full_name (pop 176,280)"
FR024,Angers,FR,47.471560,-0.552020,3037656,Angers,"geonames_full_name (pop 168,279)"
FR025,Mulhouse,FR,47.752050,7.328660,2991214,Mulhouse,"geonames_full_name (pop 111,430)"
FR026,Lens,FR,50.433020,2.827910,3003093,Lens,"geonames_full_name (pop 38,265)"
FR027,Metz,FR,49.119110,6.172690,2994160,Metz,"geonames_full_name (pop 123,914)"
FR028,Nîmes,FR,43.836650,4.357880,2990363,Nîmes,"geonames_full_name (pop 148,236)"
FR029,Le Mans,FR,48.002100,0.202510,3003603,Le Mans,"geonames_full_name (pop 144,515)"
FR030,Saint-Denis,FR,48.935640,2.353870,2980916,Saint-Denis,"geonames_full_name (pop 96,128)"
FR031,Caen,FR,49.185850,-0.359120,3029241,Caen,"geonames_full_name (pop 110,624)"
FR032,Limoges,FR,45.833620,1.247590,2998286,Limoges,"geonames_full_name (pop 141,176)"
FR034,Brest,FR,48.390290,-4.486280,3030300,Brest,"geonames_full_name (pop 144,899)"
FR035,Amiens,FR,49.900000,2.300000,3037854,Amiens,"geonames_full_name (pop 143,086)"
FR036,Dunkerque,FR,51.034400,2.376810,3020686,Dunkirk,"geonames_full_name (pop 86,263)"
FR037,Perpignan,FR,42.697640,2.895410,2987914,Perpignan,"geonames_full_name (pop 110,706)"
FR038,Annecy,FR,45.908780,6.125650,3037543,Annecy,"geonames_full_name (pop 49,232)"
FR039,Besançon,FR,47.248780,6.018150,3033123,Besançon,"geonames_full_name (pop 128,426)"
FR040,Bayonne,FR,43.493160,-1.473000,3034475,Bayonne,"geonames_full_name (pop 44,396)"
FR042,Pau,FR,43.311170,-0.355830,2988358,Pau,"geonames_full_name (pop 82,697)"
FR043,Avignon,FR,43.948340,4.808920,3035681,Avignon,"geonames_full_name (pop 89,769)"
FR045,Valenciennes,FR,50.359090,3.525060,2971041,Valenciennes,"geonames_full_name (pop 44,821)"
FR046,Fort-de-France,FR,14.603650,-61.074180,3570675,Fort-de-France,"alias:French overseas FUA (Martinique); GeoNames country MQ (pop 89,995)"
FR047,Poitiers,FR,46.582610,0.343480,2986495,Poitiers,"geonames_full_name (pop 85,960)"
FR055,Lorient,FR,47.748170,-3.371770,2997577,Lorient,"geonames_full_name (pop 58,112)"
FR069,Saint-Brieuc,FR,48.515130,-2.768380,2981280,Saint-Brieuc,"geonames_full_name (pop 52,774)"
FR076,Annemasse-Geneva (French part),FR,46.194390,6.237750,3037538,Annemasse,"compound_part:'Annemasse' (pop 28,275)"
HR001,Zagreb,HR,45.814440,15.977980,3186886,Zagreb,"geonames_full_name (pop 663,592)"
HR005,Split,HR,43.508910,16.439150,3190261,Split,"geonames_full_name (pop 149,830)"
HU001,Budapest,HU,47.498350,19.040450,3054643,Budapest,"geonames_full_name (pop 1,741,041)"
HU002,Miskolc,HU,48.103270,20.778060,717582,Miskolc,"geonames_full_name (pop 154,521)"
HU005,Debrecen,HU,47.531670,21.624440,721472,Debrecen,"geonames_full_name (pop 202,402)"
HU007,Győr,HU,47.683330,17.635120,3052009,Győr,"geonames_full_name (pop 129,301)"
HU009,Székesfehérvár,HU,47.189950,18.410340,3044774,Székesfehérvár,"geonames_full_name (pop 101,600)"
IE001,Dublin,IE,53.333060,-6.248890,2964574,Dublin,"geonames_full_name (pop 1,024,027)"
IE002,Cork,IE,51.897970,-8.470610,2965140,Cork,"geonames_full_name (pop 224,004)"
IE003,Limerick,IE,52.664720,-8.623060,2962943,Limerick,"geonames_full_name (pop 102,287)"
IE004,Galway,IE,53.272450,-9.050950,2964180,Galway,"geonames_full_name (pop 85,910)"
IT001,Roma,IT,41.891930,12.511330,3169070,Rome,"geonames_full_name (pop 2,318,895)"
IT002,Milano,IT,45.464270,9.189510,3173435,Milan,"geonames_full_name (pop 1,371,498)"
IT003,Napoli,IT,40.852160,14.268110,3172394,Naples,"geonames_full_name (pop 909,048)"
IT004,Torino,IT,45.070490,7.686820,3165524,Turin,"geonames_full_name (pop 847,287)"
IT005,Palermo,IT,38.116600,13.363600,2523920,Palermo,"geonames_full_name (pop 648,260)"
IT006,Genova,IT,44.404780,8.944390,3176219,Genoa,"geonames_full_name (pop 580,097)"
IT007,Firenze,IT,43.779250,11.246260,3176959,Florence,"geonames_full_name (pop 367,150)"
IT008,Bari,IT,41.120660,16.869820,3182351,Bari,"geonames_full_name (pop 316,491)"
IT009,Bologna,IT,44.493810,11.338750,3181928,Bologna,"geonames_full_name (pop 394,843)"
IT010,Catania,IT,37.492230,15.070410,2525068,Catania,"geonames_full_name (pop 311,584)"
IT011,Venezia,IT,45.437130,12.332650,3164603,Venice,"geonames_full_name (pop 51,298)"
IT012,Verona,IT,45.438540,10.993800,3164527,Verona,"geonames_full_name (pop 258,031)"
IT014,Trento,IT,46.067870,11.121080,3165243,Trento,"geonames_full_name (pop 120,709)"
IT016,Perugia,IT,43.112200,12.388780,3171180,Perugia,"geonames_full_name (pop 120,137)"
IT017,Ancona,IT,43.607170,13.510300,3183089,Ancona,"geonames_full_name (pop 89,994)"
IT021,Taranto,IT,40.464380,17.247070,3165926,Taranto,"geonames_full_name (pop 198,585)"
IT025,Sassari,IT,40.725860,8.555520,3167096,Sassari,"geonames_full_name (pop 91,895)"
IT026,Cagliari,IT,39.230540,9.119170,2525473,Cagliari,"geonames_full_name (pop 149,257)"
IT027,Padova,IT,45.407970,11.885860,3171728,Padua,"geonames_full_name (pop 203,725)"
IT028,Brescia,IT,45.535580,10.214720,3181554,Brescia,"geonames_full_name (pop 200,423)"
IT029,Modena,IT,44.647830,10.925390,3173331,Modena,"geonames_full_name (pop 184,732)"
IT031,Salerno,IT,40.675450,14.793280,3168673,Salerno,"geonames_full_name (pop 125,797)"
IT038,Pesaro,IT,43.909210,12.916400,3171173,Pesaro,"geonames_full_name (pop 77,241)"
IT042,Varese,IT,45.820580,8.825110,3164699,Varese,"geonames_full_name (pop 80,588)"
IT043,Asti,IT,44.901620,8.207510,3182714,Asti,"geonames_full_name (pop 74,348)"
IT064,Messina,IT,38.193940,15.552560,2524170,Messina,"geonames_full_name (pop 219,948)"
IT065,Prato,IT,43.880500,11.096990,3169921,Prato,"geonames_full_name (pop 195,089)"
IT066,Parma,IT,44.799350,10.326180,3171457,Parma,"geonames_full_name (pop 198,292)"
IT068,Reggio nell'Emilia,IT,44.698250,10.631250,3169522,Reggio nell'Emilia,"geonames_full_name (pop 171,944)"
IT071,Rimini,IT,44.057550,12.565280,3169361,Rimini,"geonames_full_name (pop 148,688)"
IT073,Bergamo,IT,45.696010,9.667210,3182164,Bergamo,"geonames_full_name (pop 121,200)"
IT079,Alessandria,IT,44.909240,8.610070,3183299,Alessandria,"geonames_full_name (pop 92,104)"
LT001,Vilnius,LT,54.689160,25.279800,593116,Vilnius,"geonames_full_name (pop 542,366)"
LT002,Kaunas,LT,54.901560,23.909090,598316,Kaunas,"geonames_full_name (pop 289,380)"
LU001,Luxembourg,LU,49.609820,6.132680,2960316,Luxembourg,"geonames_full_name (pop 76,684)"
LV001,Riga,LV,56.946000,24.105890,456172,Riga,"geonames_full_name (pop 742,572)"
NL001,Amsterdam,NL,52.374030,4.889690,2759794,Amsterdam,"geonames_full_name (pop 741,636)"
NL002,Alkmaar,NL,52.631670,4.748610,2759899,Alkmaar,"geonames_full_name (pop 94,853)"
NL008,Arnhem,NL,51.980000,5.911110,2759661,Arnhem,"geonames_full_name (pop 162,424)"
NL011,Breda,NL,51.586560,4.775960,2758401,Breda,"geonames_full_name (pop 184,126)"
NL014,Eindhoven,NL,51.440830,5.477780,2756253,Eindhoven,"geonames_full_name (pop 235,691)"
NL015,Enschede,NL,52.218330,6.895830,2756071,Enschede,"geonames_full_name (pop 153,655)"
NL017,'s-Gravenhage,NL,52.076670,4.298610,2747373,The Hague,"geonames_full_name (pop 474,292)"
NL018,Groningen,NL,53.219170,6.566670,2755251,Groningen,"geonames_full_name (pop 244,807)"
NL022,Heerlen,NL,50.883650,5.981540,2754652,Heerlen,"geonames_full_name (pop 93,084)"
NL025,'s-Hertogenbosch,NL,51.699170,5.304170,2747351,'s-Hertogenbosch,"geonames_full_name (pop 160,783)"
NL029,Leiden,NL,52.158330,4.493060,2751773,Leiden,"geonames_full_name (pop 119,713)"
NL033,Nijmegen,NL,51.842500,5.852780,2750053,Nijmegen,"geonames_full_name (pop 177,359)"
NL037,Rotterdam,NL,51.922500,4.479170,2747891,Rotterdam,"geonames_full_name (pop 868,135)"
NL041,Tilburg,NL,51.555510,5.091300,2746301,Tilburg,"geonames_full_name (pop 221,947)"
NL042,Utrecht,NL,52.090830,5.122220,2745912,Utrecht,"geonames_full_name (pop 376,435)"
NL047,Zwolle,NL,52.512500,6.094440,2743477,Zwolle,"geonames_full_name (pop 129,840)"
NO001,Oslo,NO,59.912730,10.746090,3143244,Oslo,"geonames_full_name (pop 1,082,575)"
NO002,Bergen,NO,60.392990,5.324150,3161732,Bergen,"geonames_full_name (pop 294,029)"
NO003,Trondheim,NO,63.430490,10.395060,3133880,Trondheim,"geonames_full_name (pop 216,518)"
NO004,Stavanger,NO,58.970050,5.733320,3137115,Stavanger,"geonames_full_name (pop 151,669)"
PL001,Warszawa,PL,52.229770,21.011780,756135,Warsaw,"geonames_full_name (pop 1,702,139)"
PL002,Łódź,PL,51.770580,19.473950,3093133,Łódź,"geonames_full_name (pop 639,890)"
PL003,Kraków,PL,50.061430,19.936580,3094802,Kraków,"geonames_full_name (pop 816,614)"
PL004,Wrocław,PL,51.102860,17.030060,3081368,Wrocław,"geonames_full_name (pop 672,545)"
PL005,Poznań,PL,52.406920,16.929930,3088171,Poznań,"geonames_full_name (pop 536,151)"
PL006,Gdańsk,PL,54.352270,18.649120,3099434,Gdańsk,"geonames_full_name (pop 487,371)"
PL007,Szczecin,PL,53.428940,14.553020,3083829,Szczecin,"geonames_full_name (pop 395,513)"
PL008,Bydgoszcz,PL,53.123500,18.007620,3102014,Bydgoszcz,"geonames_full_name (pop 330,038)"
PL009,Lublin,PL,51.250580,22.570090,765876,Lublin,"geonames_full_name (pop 336,339)"
PL010,Katowice,PL,50.259700,19.021730,3096472,Katowice,"geonames_full_name (pop 286,960)"
PL011,Białystok,PL,53.133330,23.164330,776069,Białystok,"geonames_full_name (pop 295,683)"
PL012,Kielce,PL,50.870330,20.627520,769250,Kielce,"geonames_full_name (pop 192,468)"
PL013,Toruń,PL,53.013750,18.598140,3083271,Toruń,"geonames_full_name (pop 196,935)"
PL014,Olsztyn,PL,53.783760,20.492720,763166,Olsztyn,"geonames_full_name (pop 169,793)"
PL015,Rzeszów,PL,50.041320,21.999010,759734,Rzeszów,"geonames_full_name (pop 198,317)"
PL020,Nowy Sącz,PL,49.621770,20.697050,763534,Nowy Sącz,"geonames_full_name (pop 84,376)"
PL024,Częstochowa,PL,50.796460,19.124090,3100946,Częstochowa,"geonames_full_name (pop 248,125)"
PL025,Radom,PL,51.402530,21.147140,760778,Radom,"geonames_full_name (pop 226,794)"
PL058,Bielsko-Biała,PL,49.822450,19.046860,3103402,Bielsko-Biala,"geonames_full_name (pop 176,515)"
PT001,Lisboa,PT,38.725090,-9.149800,2267057,Lisbon,"geonames_full_name (pop 517,802)"
PT002,Porto,PT,41.148500,-8.610970,2735943,Porto,"geonames_full_name (pop 252,687)"
